,STT,Mã học phần,Tên học phần,Thời lượng,Số tín chỉ,TC học phí,Viện Quản lý,Học phần điều kiện,Tên tiếng anh,Trọng số,Mục tiêu,Nội dung
3421,3421,FL3250,Văn hóa xã hội Anh,2(2-1-0-4),2,3,KNN,"FL3013,FL3023,FL3033,FL3043",British Culture and Society,0.6,"Khóa học nhằm tăng cường hiểu biết của người học về đất nước và con người
Vương Quốc Anh; liên hệ và kết hợp với kiến thức được trang bị từ bộ môn Văn
hoá Xã hội Hoa Kỳ nhằm hoàn thiện những hiểu biết của người học về văn hoá -
văn minh các nước nói tiếng Anh; trang bị cho người học hiểu biết sâu sắc hơn
về ngôn ngữ từ các kiến thức về văn hoá xã hội Vương Quốc Anh.","Sinh viên sẽ khám phá các kiến thức về đất nước và con người Vương Quốc Anh
như lịch sử, địa lý, các giá trị văn hóa, giáo dục, kinh tế, hệ thống chính
trị, cuộc sống hàng ngày, lễ hội."
3422,3422,FL3260,Văn hoá xã hội Mỹ,2(2-1-0-4),2,3,KNN,"FL3013,FL3023,FL3033,FL3043",American Culture and Society,0.6,"Nhằm tăng cường hiểu biết của người học về đất nước và con người của Hợp Chủng
Quốc Hoa Kỳ; liên hệ và kết hợp với kiến thức được trang bị từ bộ môn Văn hoá
Xã hội Anh nhằm hoàn thiện những hiểu biết của người học về văn hoá - văn minh
các nước nói tiếng Anh; có hiểu biết sâu sắc hơn về ngôn ngữ từ các kiến thức
về văn hoá xã hội Hoa Kỳ.","Bao gồm kiến thức về đất nước và con người của Hợp Chủng Quốc Hoa Kỳ như lịch
lử, địa lý, các giá trị văn hóa, tính đa dạng của văn hóa Mỹ, ảnh hưởng của
tính đa dạng tới các lĩnh vực khác và hình thành các giá trị văn hóa, thể chế
chính trị, hệ thống giáo dục, kinh tế."
3423,3423,FL3270,Lịch sử Văn học Anh-Mỹ,2(2-1-0-4),2,3,KNN,"FL3250,FL3260",History of English and American Literature,0.6,,
3424,3424,FL3280,Trích giảng Văn học Anh-Mỹ,2(2-1-0-4),2,3,KNN,FL3270,English and American Literature,0.6,"* Cuối học phần, người học có thể mô tả và phân tích các trào lưu văn học chính trong lịch sử văn học Anh và Mỹ, thuyết trình về một số tác giả và tác phẩm tiêu biểu cho các trào lưu văn học, nắm được các khái niệm cơ bản của văn học để có thể viết các bài phân tích nhân vật, thủ pháp nghệ thuật.
  * Ngoài ra, khóa học còn giúp người học hiểu biết và cảm thụ cái hay cái đẹp của văn học Anh-Mỹ, giá trị văn hoá, xã hội của các tác phẩm.","Bao gồm 2 phần:

  * (1) làm quen với các trào lưu văn học Anh và Mỹ, 
  * (2) Đọc và phân tích một số tác phẩm tiêu biểu."
3425,3425,FL3282,Văn học Anh-Mỹ,3(2-2-0-6),3,4,KNN,"FL3250,FL3260",English and American Literature,0.6,,
3426,3426,FL3283,Văn học Anh - Mỹ,2(2-1-0-4),2,3,KNN,"FL3250,FL3260",English and American Literature,0.6,,
3427,3427,FL3340,Đối chiếu ngôn ngữ,2(2-1-0-4),2,3,KNN,"FL1310,FL3210,FL3220",Linguistic Contrastive Analysis,0.6,"* Sinh viên được trang bị những kiến thức cơ bản về mối quan hệ tương đồng và dị biệt giữa tiếng Anh và tiếng Việt để sinh viên biết được những thủ pháp, phương pháp để chuyển dịch đơn vị của ngôn ngữ này thành dạng thức tương đương trong ngôn ngữ khác. 
  * Môn học còn trang bị cho sinh viên những kiến thức cần và đủ để họ có khả năng phân tích, nhận diện và đề ra những cách sửa chữa những lỗi mà người học ngoại ngữ thường gặp. Trong quá trình khắc phục những lỗi khi học ngoại ngữ. Ngôn ngữ học đối chiếu (nhờ tìm ra sự khác biệt của 2 ngôn ngữ) giúp người học phân biệt được sự khác biệt đó để hiểu và sử dụng đúng ngoại ngữ mình học.","* Môn học khái quát lại những kiến thức cơ bản về ngữ âm, từ vựng, cú pháp tiếng Việt và tiếng Anh. Trên cơ sở đó tiến hành so sánh đối chiếu 2 ngôn ngữ này trên các mặt: ngữ âm, từ vựng, ngữ pháp, ngữ nghĩa nhằm giải quyết các vấn đề: xây dung cơ sở lý luận cho hoạt động dịch thuật, hoạt động giao tiếp liên ngữ, dạy và học ngoại ngữ (cụ thể là tiếng Anh)…
  * Ngoài ra, chương trình còn bao gồm kiến thức nhập môn về cách tiến hành so sánh đối chiếu các đơn vị thuộc nhiều cấp độ khác nhau trong ngôn ngữ học, tất cả các phương tiện từ vựng cú pháp và các phương tiện ngữ pháp dùng để biểu đạt nghĩa trong hai hay hơn hai ngôn ngữ tự nhiên, ví dụ như tiếng Việt và tiếng Anh."
3428,3428,FL3421,Tiếng Pháp AUF 5,4(4-2-0-8),4,6,KNN,FL1429,French for AUF 5,0.7,,
3429,3429,FL3422,Tiếng Pháp AUF 6,4(4-2-0-8),4,6,KNN,FL3421,French for AUF 6,0.7,,
3430,3430,FL3423,Tiếng Pháp AUF 7,4(4-2-0-8),4,6,KNN,FL3422,French for AUF 7,0.7,,
3431,3431,FL3424,Tiếng Pháp AUF 8,4(4-2-0-8),4,6,KNN,FL3423,French for AUF 8,0.7,,
3432,3432,FL3425,Tiếng Pháp AUF 9,4(4-2-0-8),4,6,KNN,FL3424,French for AUF 9,0.7,,
3433,3433,FL3550,Phong cách học tiếng Việt,2(2-1-0-4),2,3,KNN,FL1310,Vietnamese Language Stylistics,0.7,,
3434,3434,FL3560,Lý thuyết Tiếng Việt,2(2-0-0-4),2,2,KNN,FL1310,Vietnamese,0.7,"* Học phần cung cấp cho sinh viên những kiến thức cơ bản nhất về tiếng Việt: Ngữ âm, từ vựng, ngữ pháp tiếng Việt giúp sinh viên hiểu rõ được tiếng mẹ đẻ của mình, có cái nhìn khoa học về ngôn ngữ mà họ tưởng rằng đã biết rất rõ. Trên cơ sở lý thuyết, lý luận đáng tin cậy được cung cấp trong học phần sinh viên sẽ tiếp nhận các ngôn ngữ khác được tốt hơn trong sự đối chiếu so sánh. 
  * Học phần còn góp phần giúp sinh viên thao tác tốt hơn khi chuyển dịch hệ thống tín hiệu tiếng Việt sang hệ thống tín hiệu khác và ngược lại (cụ thể là trong công tác phiên, biên dịch).","Học phần gồm 4 phần lớn:

  * (1) Ngữ âm tiếng Việt: giới thiệu và mô tả về hệ thống ngữ âm âm vị học tiếng Việt; 
  * (2) Từ vựng tiếng Việt: giới thiệu và mô tả về hệ thống từ vựng tiếng Việt (đặc điểm, cấu tạo và ngữ nghĩa);   

  * (3) Ngữ pháp tiếng Việt: giới thiệu và mô tả về hệ thống ng ữ ph áp tiếng Việt (các đơn vị ngữ pháp và cấu trúc ngữ pháp);   

  * (4) Văn bản tiếng Việt: khái niệm, cấu trúc và các phép liên kết văn bản tiếng Việt."
3435,3435,FL3570,Kỹ năng giao tiếp cơ bản,2(2-0-0-4),2,2,KNN, ,Basic Communication Skills,0.6,"* Cuộc sống không thể tách rời khỏi giao tiếp. Đặc biệt trong xã hội hiện đại ngày nay việc giao tiếp được diễn ra trên nhiều kênh bằng nhiều phương pháp đòi hỏi con người hiện đại phải biết nhạy bén để ứng xử không chỉ đúng, mà còn phải hay và hiệu quả. 
  * Học phần cung cấp cho sinh viên các kỹ năng cơ bản trong các giao tiếp cụ thể là sinh viên phải đối mặt trong học tập, nghiên cứu và đặc biệt là các bước giao tiếp khi đi xin việc và công tác sau này.","Học phần gồm 10 bài.

  * Từ bài 1 đến bài 4 cung cấp cho người học các khái niệm cơ bản về giao tiếp, kỹ năng giao tiếp, công cụ giao tiếp. 
  * Bài 5 đến bài 9 giới thiệu và giúp người học thực hành các kỹ năng cụ thể.   

  * Bài 10 là sự đánh giá rút kinh nghiệm để giao tiếp được hiệu quả và thành công."
3436,3436,FL3576,Kỹ năng giao tiếp cơ bản,2(2-1-0-4),2,3,KNN, ,Basic Communication Skills,0.5,,
3437,3437,FL3586,Kỹ năng giao tiếp kỹ thuật,3(2-2-0-6),3,4,KNN, ,Technical Communication,0.7,,
3438,3438,FL4010,Dịch nói II TA KT Điện-Điện tử,3(2-0-2-6),3,5,KNN,"FL3051,FL4062",Interpreting II: English for Electrical and Electronic Engineering,0.5,"Khóa học nhằm giúp sinh viên nâng cao kỹ năng dịch của sinh viên từ Anh sang
Việt và từ Việt sang Anh ở trình độ trung cấp; tiếp tục trau dồi và phát triển
khả năng giải quyết các vấn đề ngôn ngữ từ dễ đến khó với các chủ đề mang tính
xã hội và một số chủ đề đơn giản liên quan tới chuyên ngành Điện Điện tử, đặc
biệt các vấn đề ngôn ngữ trong Tiếng Anh; nâng cao vốn từ vựng cơ bản liên
quan tới chuyên ngành Điện Điện tử; phản ứng linh hoạt trong các tình huống
khác nhau dựa trên các quy chuẩn đạo đức (đề cập đến trong Giáo trình Lý
thuyết Dịch, 2002); dịch từng ngữ đoạn (có độ dài từ 20-30 từ/mỗi ngữ đoạn)
của các bài giảng hay bài nói chuyện ở tốc độ chậm có nội dung liên quan đến
các chủ đề nói trên từ Anh sang Việt và ngược lại một cách chính xác và trôi
chảy.","Gồm hai phần.

  * Phần 1 (nửa đầu học kỳ) gồm các bản tin, các bài phỏng vấn và bài thuyết trình về các chủ điểm phổ biến như: giáo dục, y tế, khoa học xã hội có tốc độ chậm. Phần này được thực hiện trong phòng lab. 
  * Phần 2 (nửa cuối học kỳ) gồm các bản tin và bài thuyết trình về chủ điểm Điện như Động cơ điện, Nhà máy điện, Năng lượng, Thiết bị đo điện, Máy phát điện có tốc độ bình thường. Phần này sẽ được kết hợp thực hiện trong phòng lab và trên lớp dưới dạng dịch các bài thuyết trình. Các bản tin, bài phỏng vấn và thuyết trình đều được trích từ các tài liệu, sách báo tạp chí Tiếng Anh, Tiếng Việt, đài VOA, BBC, CNN vv. Chủ đề và nội dung lựa chọn theo nguyên tắc thống nhất, liên thông, cập nhật, lý thuyết đi liền với thực tiễn."
3439,3439,FL4011,Dịch viết II TA KT Điện-điện tử,3(2-2-0-6),3,4,KNN,"FL3051,FL4071",Translation II: English for Electrical and Electronic Engineering,0.5,"* Củng cố và phát triển kỹ năng sử dụng ngôn ngữ tiếng Việt và tiếng Anh như đọc hiểu (hiểu ý chính, hiểu dàn ý, liên kết ý, suy luận, hàm ý), kỹ năng phân tích văn bản viết tiếng Việt và tiếng Anh (dạng văn bản, văn phong, bố cục văn bản, cấu trúc câu, cách sử dụng từ và cụm từ), kỹ năng chuyển dịch và diễn đạt thông tin dạng viết thông qua đọc và dịch các văn bản viết từ tiếng Việt sang tiếng Anh và ngược lại trong nhiều ngữ cảnh và lĩnh vực đặc biệt là lĩnh vực Kỹ thuật điện-điện tử; rèn luyện phương pháp làm việc độc lập và hợp tác thông qua yêu cầu chuẩn bị bài dịch cá nhân và trao đổi, chữa bài theo nhóm và toàn lớp. 
  * Rèn luyện kỹ năng tìm kiếm, xử lý và chọn lọc thông tin thông qua việc tìm và lựa chọn nguồn văn bản viết phục vụ việc đọc dịch trong lĩnh vực liên quan.","Các chủ điểm và ngữ cảnh trong các lĩnh vực xã hội (kinh tế, giáo dục, chính
trị) và khoa học công nghệ (môi trường, điện-điện tử, cơ khí, khoa học vật
liệu, CNTT và TT, vv.)."
3440,3440,FL4012,Dịch nói III TA KT Điện-Điện tử,4(3-0-2-8),4,6,KNN,FL4010/FL4020/FL4030/FL4040/FL4050,Interpreting III: English for Electrical and Electronic Eng.,0.5,"* Nâng cao kỹ năng dịch của sinh viên từ Anh sang Việt và từ Việt sang Anh ở trình độ cao cấp;.giải quyết các vấn đề ngôn ngữ từ dễ đến khó, đặc biệt các vấn đề ngôn ngữ trong Tiếng Anh; nâng cao vốn từ vựng ở mức độ chuyên sâu hơn của chuyên ngành Điện Điện tử; phản ứng linh hoạt trong các tình huống khác nhau dựa trên các quy chuẩn đạo đức (đề cập đến trong Giáo trình Lý thuyết Dịch, 2002); 
  * Rèn luyện phương pháp làm việc độc lập và hợp tác thông qua yêu cầu chuẩn bị bài dịch cá nhân và trao đổi, chữa bài theo nhóm và toàn lớp.   

  * Rèn luyện kỹ năng tìm kiếm, xử lý và chọn lọc thông tin; dịch từng ngữ đoạn (có độ dài từ 20-30 từ/mỗi ngữ đoạn) của các bài giảng hay bài nói chuyện ở tốc độ trung bình và nhanh có nội dung liên quan đến các chủ đề nói trên từ Anh sang Việt và ngược lại một cách chính xác và trôi chảy.","Gồm các bản tin, các bài phỏng vấn và bài thuyết trình về các chủ đề về Điện-
Điện tử như Tivi, Radio, Bán dẫn, Transitor, Truyền phát, Chuyển mạch có tốc
độ bình thường, được trích từ các tài liệu, sách báo tạp chí Tiếng Anh, Tiếng
Việt, đài VOA, BBC, CNN vv. Phần này sẽ được kết hợp thực hiện trong phòng lab
và trên lớp dưới dạng dịch các bài thuyết trình."
3441,3441,FL4013,Dịch viết III TA KT Điện-điện tử,4(3-2-0-8),4,5,KNN,FL4011/FL4021/FL4031/FL4041/FL4051/FL4081,Translation III: English for Electrical and Electronic Engineering,0.5,"* Củng cố và phát triển kỹ năng sử dụng ngôn ngữ tiếng Việt và tiếng Anh như đọc hiểu (hiểu ý chính, hiểu dàn ý, liên kết ý, suy luận, hàm ý), kỹ năng phân tích văn bản viết tiếng Việt và tiếng Anh (dạng văn bản, văn phong, bố cục văn bản, cấu trúc câu, cách sử dụng từ và cụm từ), kỹ năng chuyển dịch và diễn đạt thông tin dạng viết thông qua đọc và dịch các văn bản viết từ tiếng Việt sang tiếng Anh và ngược lại trong nhiều ngữ cảnh và lĩnh vực đặc biệt là lĩnh vực Kỹ thuật điện-điện tử. 
  * Rèn luyện phương pháp làm việc độc lập và hợp tác thông qua yêu cầu chuẩn bị bài dịch cá nhân và trao đổi, chữa bài theo nhóm và toàn lớp.   

  * Rèn luyện kỹ năng tìm kiếm, xử lý và chọn lọc thông tin thông qua việc tìm và lựa chọn nguồn văn bản viết phục vụ việc đọc dịch trong lĩnh vực liên quan.","Bao gồm hai phần chính: phần một (30% nội dung học phần) đề cập đến các chủ
điểm và ngữ cảnh trong các lĩnh vực khoa học công nghệ (môi trường, điện-điện
tử, cơ khí, khoa học vật liệu); phần hai (70%) tập trung vào các chủ điểm và
ngữ cảnh trong lĩnh vực kỹ thuật điện và điện tử."
3442,3442,FL4014,TA KT điện-điện tử II,4(3-1-0-8),4,4,KNN,FL3051,English for Electrical and Electronic Eng. II,0.5,"Sau khi hoàn thành học phần này, sinh viên có khả năng hiểu các khái niệm và
thuật ngữ khá chuyên sâu về các chủ đề trong lĩnh vực Điện -Điện tử và sử dụng
chúng một cách chính xác và phù hợp; tìm kiếm và xử lý thông tin từ nhiều
nguồn khác nhau phục vụ cho dự án môn học; xây dựng và thực thi dự án một cách
tự tin và hiệu quả; báo cáo quá trình thực hiện dự án và trình bày kết quả dự
án một cách rõ ràng và chính xác; làm việc hiệu quả theo nhóm.","Môn học gồm kiến thức khá sâu về các chủ đề Điện và Điện tử và kiến thức cơ
bản về việc xây dựng, thực thi và đánh giá dự án. Phần này sinh viên sẽ làm
việc theo nhóm, tự chọn chủ đề theo sự định hướng của giáo viên, xây dựng,
thực hiện từ 2 đến 3 dự án nhỏ và báo cáo kết quả dự án dưới dạng thuyết trình
và viết báo cáo."
